Q0085 YPL078c
YJR112w YLR288c
YJR112w YNL250w
YJR112w YOR269w
YJR117w YNL153c
YJR118c YLR332w
YJR120w YLR295c
YJR121w YLR453c
YJR131w YML064c
YJR132w YOR098c
YJR132w YOR177c
YJR133w YLR295c
YJR134c YMR047c
YJR135c YKR037c
YJR135c YLR381w
YJR135c YML094w
YJR135c YNL153c
YJR135c YPR046w
YJR136c YKL033w
YJR136c YMR047c
YJR138w YLR438c-a
YJR140c YLR103c
YJR143c YOR321w
YJR145c YMR078c
YJR145c YNL034w
YJR145c YOR326w
YKL001c YNL311c
YKL002w YLR423c
YKL002w YMR117c
YKL003c YOL006c
YKL007w YLR229c
YKL007w YOR269w
YKL007w YPL174c
YKL007w YPR171w
YKL008c YML064c
YKL010c YLR330w
YKL011c YPR122w
YKL012w YLR116w
YKL017c YOL108c
YKL019w YML097c
YKL022c YLR127c
YKL023w YNL189w
YKL025c YML094w
YKL025c YNL092w
YKL025c YNL153c
YKL032c YLR342w
YKL032c YNL298w
YKL036c YKL126w
YKL036c YKL160w
YKL037w YLL043w
YKL041w YLR025w
YKL041w YLR113w
YKL041w YLR330w
YKL048c YLR200w
YKL048c YMR001c
YKL048c YNL153c
YKL048c YOR058c
YKL048c YOR326w
YKL049c YPL018w
YKL050c YLR373c
YKL058w YLR288c
YKL061w YMR047c
YKL061w YNL122c
YKL067w YLR347c
YKL067w YML064c
YKL068w YLR347c
YKL068w YMR047c
YKL069w YNL189w
YKL074c YML046w
YKL074c YPL016w
YKL079w YOR326w
YKL081w YLR039c
YKL081w YLR262c
YKL082c YLR353w
YKL082c YML109w
YKL088w YLR295c
YKL092c YPL256c
YKL093w YKL212w
YKL093w YMR081c
YKL093w YOR239w
YKL101w YNL250w
YKL103c YLR295c
YKL103c YML064c
YKL103c YMR290c
YKL103c YNL189w
YKL113c YML032c
YKL113c YML102w
YKL113c YMR078c
YKL113c YNL273w
YKL113c YOR025w
YKL113c YPL008w
YKL113c YPR135w
YKL114c YOR264w
YKL116c YLR389c
YKL117w YPL240c
YKL118w YKL190w
YKL118w YLR200w
YKL118w YPL051w
YKL127w YOR269w
YKL129c YKL152c
YKL129c YLR337c
YKL129c YMR109w
YKL129c YNL271c
YKL129c YOR247w
YKL130c YKR022c
YKL130c YLR037c
YKL130c YML088w
YKL130c YML106w
YKL130c YNL189w
YKL130c YOL073c
YKL135c YMR308c
YKL137w YML043c
YKL139w YML112w
YKL142w YMR210w
YKL144c YKL205w
YKL146w YOR264w
YKL157w YMR307w
YKL157w YPR168w
YKL161c YPL089c
YKL163w YLR288c
YKL168c YLR012c
YKL174c YLR345w
YKL176c YLR208w
YKL176c YLR418c
YKL183w YLR288c
YKL190w YLR087c
YKL190w YLR261c
YKL190w YMR307w
YKL190w YNL192w
YKL190w YOR332w
YKL203c YNL006w
YKL203c YOL078w
YKL204w YNL154c
YKL208w YPR086w
YKL213c YLR418c
YKL221w YOR221c
YKL224c YLR030w
YKR002w YLR115w
YKR002w YLR277c
YKR002w YPR107c
YKR007w YML121w
YKR010c YPR172w
YKR014c YML064c
YKR016w YLR388w
YKR020w YLR330w
YKR020w YLR342w
YKR020w YNL271c
YKR020w YNL322c
YKR021w YOL014w
YKR021w YOR244w
YKR022c YNL258c
YKR024c YNR038w
YKR026c YLR291c
YKR026c YOR047c
YKR030w YLR039c
YKR030w YPL051w
YKR037c YLR423c
YKR047w YNL271c
YKR048c YLR347c
YKR048c YNL271c
YKR054c YLR305c
YKR054c YOR058c
YKR054c YOR326w
YKR054c YPL269w
YKR054c YPR141c
YKR055w YNL127w
YKR055w YPL161c
YKR065c YLR036c
YKR068c YLR026c
YKR068c YMR218c
YKR068c YOR115c
YKR069w YOL038w
YKR070w YOR299w
YKR072c YMR307w
YKR074w YLR446w
YKR074w YOR326w
YKR082w YLR330w
YKR083c YLR423c
YKR090w YOR264w
YKR091w YNL309w
YKR092c YOR060c
YKR095w YML107c
YKR099w YLR058c
YKR100c YLR447c
YLL001w YNL118c
YLL006w YOR112w
YLL010c YOR043w
YLL012w YNR075w
YLL012w YOR095c
YLL018c YOR282w
YLL020c YPL190c
YLL021w YLR319c
YLL021w YLR342w
YLL021w YNL233w
YLL021w YOR231w
YLL022c YPR086w
YLL024c YLR310c
YLL030c YPR054w
YLL036c YPR101w
YLL038c YLR039c
YLL039c YLR330w
YLL039c YPR154w
YLL043w YNL192w
YLL043w YPL192c
YLL043w YPR159w
YLL047w YMR069w
YLL049w YLR200w
YLL049w YMR294w
YLL049w YNL271c
YLL049w YOR058c
YLL050c YLR453c
YLL050c YPR033c
YLR001c YNL019c
YLR006c YNR031c
YLR011w YLR288c
YLR015w YPL174c
YLR016c YLR453c
YLR021w YLR342w
YLR025w YLR191w
YLR026c YLR268w
YLR030w YNL326c
YLR032w YMR048w
YLR032w YMR078c
YLR038c YML125c
YLR039c YLR083c
YLR039c YLR087c
YLR039c YLR360w
YLR039c YLR361c
YLR039c YML038c
YLR039c YML041c
YLR039c YMR010w
YLR039c YMR123w
YLR039c YMR216c
YLR039c YMR307w
YLR039c YNL041c
YLR039c YNL136w
YLR039c YNL299w
YLR039c YNR032w
YLR039c YNR051c
YLR039c YOR069w
YLR039c YOR112w
YLR039c YOR127w
YLR039c YOR132w
YLR039c YPL055c
YLR039c YPL120w
YLR039c YPL161c
YLR039c YPL195w
YLR039c YPL234c
YLR039c YPR050c
YLR039c YPR051w
YLR039c YPR084w
YLR044c YNL192w
YLR045c YPL269w
YLR049c YLR191w
YLR049c YPL161c
YLR051c YLR119w
YLR054c YML038c
YLR055c YPL254w
YLR056w YNL271c
YLR056w YOL099c
YLR058c YNL189w
YLR059c YLR355c
YLR059c YMR302c
YLR059c YPR024w
YLR067c YLR418c
YLR067c YLR438c-a
YLR070c YML064c
YLR071c YNL236w
YLR074c YNL192w
YLR077w YMR047c
YLR079w YMR199w
YLR080w YOL131w
YLR082c YML064c
YLR085c YLR113w
YLR085c YLR200w
YLR085c YLR262c
YLR085c YML090w
YLR085c YML094w
YLR085c YMR078c
YLR085c YNL153c
YLR085c YOL064c
YLR085c YPL055c
YLR085c YPL181w
YLR085c YPL182c
YLR085c YPL214c
YLR089c YNL153c
YLR090w YMR047c
YLR090w YMR240c
YLR098c YPL130w
YLR102c YMR092c
YLR102c YNL298w
YLR102c YOR249c
YLR103c YLR234w
YLR103c YLR274w
YLR103c YLR288c
YLR103c YMR048w
YLR103c YMR078c
YLR103c YNL273w
YLR103c YNL294c
YLR103c YNL299w
YLR103c YOL006c
YLR103c YOL064c
YLR103c YOR025w
YLR103c YOR030w
YLR103c YPL183w-a
YLR103c YPR057w
YLR103c YPR070w
YLR104w YLR288c
YLR105c YMR059w
YLR105c YNR058w
YLR105c YPL083c
YLR110c YLR332w
YLR110c YLR453c
YLR111w YLR330w
YLR113w YMR272c
YLR113w YNL171c
YLR113w YNL264c
YLR113w YNL296w
YLR113w YOR123c
YLR113w YPR045c
YLR115w YPR107c
YLR116w YNL054w-b
YLR116w YPL016w
YLR119w YLR288c
YLR124w YML041c
YLR124w YNL092w
YLR125w YMR030w
YLR127c YNL172w
YLR128w YOR198c
YLR131c YPR159w
YLR134w YLR261c
YLR135w YMR190c
YLR135w YOR167c
YLR135w YPL022w
YLR147c YLR433c
YLR147c YOR308c
YLR148w YMR231w
YLR166c YMR002w
YLR168c YLR295c
YLR168c YLR418c
YLR170c YPR029c
YLR172c YOL042w
YLR175w YMR047c
YLR182w YOL131w
YLR182w YOR159c
YLR190w YLR418c
YLR190w YMR117c
YLR191w YNL214w
YLR192c YML064c
YLR196w YOL151w
YLR197w YMR236w
YLR197w YOR303w
YLR199c YMR263w
YLR200w YLR212c
YLR200w YLR292c
YLR200w YLR381w
YLR200w YLR386w
YLR200w YML016c
YLR200w YML094w
YLR200w YML124c
YLR200w YMR021c
YLR200w YMR266w
YLR200w YMR294w
YLR200w YNL140c
YLR200w YNL153c
YLR200w YNL271c
YLR200w YNL288w
YLR200w YNL294c
YLR200w YOL012c
YLR200w YOR023c
YLR200w YOR026w
YLR200w YOR127w
YLR200w YOR265w
YLR200w YOR349w
YLR200w YPL008w
YLR200w YPL017c
YLR200w YPL215w
YLR200w YPL241c
YLR200w YPL253c
YLR200w YPL269w
YLR200w YPR023c
YLR200w YPR046w
YLR200w YPR070w
YLR203c YLR447c
YLR204w YLR342w
YLR204w YLR418c
YLR209c YNL189w
YLR210w YMR294w
YLR211c YLR446w
YLR212c YMR055c
YLR212c YNL126w
YLR212c YNL153c
YLR213c YOL133w
YLR215c YLR295c
YLR215c YLR386w
YLR215c YLR447c
YLR216c YPL174c
YLR217w YMR294w
YLR217w YPL174c
YLR217w YPR141c
YLR221c YMR187c
YLR223c YOR247w
YLR226w YPR161c
YLR227c YOR089c
YLR229c YLR319c
YLR229c YMR273c
YLR229c YNL298w
YLR229c YOR127w
YLR229c YOR188w
YLR229c YPL101w
YLR234w YOL006c
YLR234w YOR144c
YLR235c YOL006c
YLR235c YOR144c
YLR235c YPR135w
YLR242c YNR019w
YLR245c YML064c
YLR245c YPL070w
YLR251w YLR453c
YLR252w YLR288c
YLR261c YMR078c
YLR261c YPL051w
YLR262c YLR318w
YLR262c YLR361c
YLR262c YLR418c
YLR262c YML001w
YLR262c YMR010w
YLR262c YMR216c
YLR262c YNL041c
YLR262c YNL069c
YLR262c YNL169c
YLR262c YNL296w
YLR262c YNL297c
YLR262c YOL012c
YLR262c YOL108c
YLR262c YOR070c
YLR262c YOR106w
YLR262c YOR112w
YLR262c YOR132w
YLR262c YPL051w
YLR262c YPL120w
YLR262c YPL234c
YLR262c YPR017c
YLR262c YPR050c
YLR262c YPR051w
YLR262c YPR197c
YLR263w YOR351c
YLR264w YOL149w
YLR265c YNL044w
YLR268w YLR330w
YLR268w YMR263w
YLR268w YOR070c
YLR268w YOR075w
YLR268w YPL218w
YLR268w YPR181c
YLR269c YLR418c
YLR277c YLR437c
YLR277c YNL317w
YLR284c YNL189w
YLR284c YOR180c
YLR287c YLR340w
YLR287c YNL092w
YLR288c YMR295c
YLR288c YNL110c
YLR288c YNL131w
YLR288c YOL131w
YLR291c YLR386w
YLR291c YOL130w
YLR291c YPL070w
YLR293c YLR347c
YLR293c YOL021c
YLR293c YOR160w
YLR295c YLR460c
YLR295c YML007w
YLR295c YML079w
YLR295c YMR090w
YLR295c YMR144w
YLR295c YMR153w
YLR295c YNL009w
YLR295c YNL324w
YLR295c YOL008w
YLR295c YOR145c
YLR295c YPL124w
YLR295c YPR086w
YLR295c YPR118w
YLR297w YPR156c
YLR301w YLR453c
YLR310c YNL098c
YLR310c YOR156c
YLR313c YLR362w
YLR313c YOR231w
YLR315w YPR105c
YLR317w YNL140c
YLR319c YLR362w
YLR319c YMR117c
YLR319c YMR186w
YLR319c YNL271c
YLR319c YNL298w
YLR321c YPL070w
YLR325c YOR327c
YLR326w YPL151c
YLR328w YLR438w
YLR329w YPL259c
YLR330w YLR342w
YLR330w YLR370c
YLR330w YLR425w
YLR330w YML115c
YLR330w YNL298w
YLR330w YOL081w
YLR330w YOR326w
YLR330w YPL055c
YLR330w YPL161c
YLR330w YPL213w
YLR332w YLR338w
YLR332w YLR342w
YLR332w YLR371w
YLR332w YML115c
YLR332w YOL109w
YLR335w YNL189w
YLR337c YMR032w
YLR337c YMR109w
YLR337c YMR263w
YLR337c YNL153c
YLR339c YLR461w
YLR342w YML057w
YLR342w YNL064c
YLR342w YNL233w
YLR342w YNR051c
YLR342w YOL006c
YLR342w YOR030w
YLR342w YOR035c
YLR342w YOR312c
YLR342w YPL041c
YLR342w YPL089c
YLR342w YPL144w
YLR347c YLR377c
YLR347c YML007w
YLR347c YOL143c
YLR358c YNL025c
YLR360w YPL031c
YLR360w YPL120w
YLR366w YMR242c
YLR368w YPR078c
YLR370c YNL192w
YLR371w YPL031c
YLR372w YPL031c
YLR372w YPL076w
YLR373c YMR048w
YLR373c YMR140w
YLR373c YOR028c
YLR373c YOR317w
YLR373c YPL060w
YLR373c YPR065w
YLR377c YML121w
YLR381w YML094w
YLR381w YMR094w
YLR381w YNL153c
YLR381w YPR046w
YLR381w YPR141c
YLR384c YLR418c
YLR385c YLR424w
YLR386w YNL298w
YLR386w YOR058c
YLR386w YOR326w
YLR390w-a YOL132w
YLR390w-a YPL149w
YLR393w YMR279c
YLR396c YOR106w
YLR398c YOL149w
YLR401c YMR047c
YLR403w YOR025w
YLR416c YPR135w
YLR417w YLR452c
YLR418c YML032c
YLR418c YMR154c
YLR418c YMR263w
YLR418c YMR275c
YLR418c YNL025c
YLR418c YNL198c
YLR418c YNL215w
YLR418c YOL012c
YLR418c YOR030w
YLR418c YOR123c
YLR418c YPL042c
YLR418c YPL069c
YLR418c YPR070w
YLR423c YML064c
YLR423c YMR025w
YLR423c YMR032w
YLR423c YMR068w
YLR423c YMR124w
YLR423c YNL182c
YLR423c YOR164c
YLR423c YPR105c
YLR424w YOR158w
YLR425w YOR053w
YLR426w YLR447c
YLR429w YPL032c
YLR433c YLR453c
YLR433c YNL047c
YLR435w YML107c
YLR438c-a YMR142c
YLR438c-a YOR096w
YLR438c-a YPL084w
YLR441c YOR119c
YLR446w YOR047c
YLR447c YLR465c
YLR447c YML041c
YLR447c YMR127c
YLR447c YMR154c
YLR447c YNL134c
YLR447c YNL169c
YLR447c YOR036w
YLR447c YOR231w
YLR447c YPL003w
YLR447c YPL050c
YLR452c YMR004w
YLR453c YNL013c
YLR453c YNL237w
YLR453c YNL260c
YLR453c YNR013c
YLR453c YNR050c
YLR453c YNR071c
YLR453c YOR195w
YLR453c YOR220w
YLR453c YOR230w
YLR453c YOR314w
YLR453c YPL098c
YLR457c YNL258c
YLR465c YML035c
YLR465c YPR071w
YML007w YMR047c
YML008c YPL020c
YML011c YOR047c
YML011c YOR128c
YML013w YMR048w
YML028w YNL189w
YML032c YMR038c
YML032c YOL006c
YML032c YPR135w
YML032c YPR141c
YML037c YNL092w
YML041c YML124c
YML042w YNL189w
YML049c YMR117c
YML049c YPL218w
YML054c YNR017w
YML055w YOL016c
YML057w YMR186w
YML057w YNL047c
YML058w YNL116w
YML061c YMR063w
YML064c YMR055c
YML064c YNL044w
YML064c YNL218w
YML064c YNL331c
YML064c YOR180c
YML064c YOR380w
YML064c YPL255w
YML069w YNL102w
YML069w YOR292c
YML071c YPL051w
YML075c YNR009w
YML075c YOR102w
YML077w YMR218c
YML077w YOR115c
YML085c YNL223w
YML085c YPL241c
YML092c YMR047c
YML092c YOR020c
YML092c YPL255w
YML092c YPR126c
YML094c-a YOR025w
YML094w YMR048w
YML094w YMR078c
YML094w YMR312w
YML094w YNL166c
YML094w YOL116w
YML094w YOR023c
YML094w YOR026w
YML094w YOR058c
YML094w YOR132w
YML094w YOR269w
YML094w YOR349w
YML094w YPL008w
YML094w YPL174c
YML094w YPL176c
YML094w YPL241c
YML094w YPL269w
YML094w YPR023c
YML094w YPR046w
YML094w YPR050c
YML094w YPR135w
YML097c YMR263w
YML105c YPR086w
YML109w YMR273c
YML109w YNL298w
YML115c YPL031c
YML117w YMR307w
YML122c YPL031c
YML124c YOL012c
YML124c YOR264w
YML124c YPL155c
YML125c YMR153w
YMR001c YNL092w
YMR003w YNL192w
YMR009w YPL222w
YMR014w YOR264w
YMR020w YOR075w
YMR020w YPL244c
YMR029c YMR052w
YMR032w YNL271c
YMR032w YOR181w
YMR032w YOR324c
YMR038c YNL250w
YMR039c YMR316c-b
YMR039c YPR086w
YMR047c YMR152w
YMR047c YMR157c
YMR047c YMR206w
YMR047c YNL204c
YMR047c YNR074c
YMR047c YOL146w
YMR047c YOR020c
YMR047c YOR064c
YMR047c YOR157c
YMR047c YOR286w
YMR047c YOR289w
YMR047c YOR302w
YMR047c YOR362c
YMR047c YPL013c
YMR047c YPL083c
YMR048w YMR078c
YMR048w YMR159c
YMR048w YNL153c
YMR048w YNL297c
YMR048w YPL077c
YMR048w YPR135w
YMR055c YPL241c
YMR055c YPL269w
YMR059w YPL083c
YMR061w YOL123w
YMR065w YNL084c
YMR075w YOR096w
YMR078c YMR190c
YMR078c YNL273w
YMR078c YNL298w
YMR078c YOR026w
YMR078c YPL008w
YMR078c YPL194w
YMR078c YPL205c
YMR078c YPL241c
YMR078c YPR119w
YMR092c YNL138w
YMR092c YPL263c
YMR094w YOR359w
YMR095c YMR096w
YMR096w YMR322c
YMR096w YNL333w
YMR104c YOR154w
YMR117c YOL034w
YMR117c YPR010c
YMR117c YPR145w
YMR123w YNL192w
YMR123w YPL169c
YMR125w YPL178w
YMR133w YPL114w
YMR138w YNL153c
YMR138w YOR070c
YMR138w YPL174c
YMR146c YMR309c
YMR147w YOR232w
YMR149w YOR279c
YMR149w YPL227c
YMR153w YNL234w
YMR159c YPL070w
YMR159c YPL149w
YMR167w YNL082w
YMR167w YOL090w
YMR168c YPL018w
YMR178w YOR018w
YMR186w YOR027w
YMR190c YNL016w
YMR190c YOL006c
YMR193w YPR086w
YMR197c YOR036w
YMR198w YPR141c
YMR199w YNL298w
YMR203w YNL070w
YMR203w YOR045w
YMR203w YPR133w-a
YMR224c YMR263w
YMR224c YOR144c
YMR236w YOL148c
YMR240c YOR117w
YMR246w YNL088w
YMR263w YNL121c
YMR263w YNL140c
YMR263w YNL330c
YMR263w YOR308c
YMR263w YPL055c
YMR263w YPL086c
YMR263w YPR086w
YMR267w YNL154c
YMR268c YNL147w
YMR268c YPR046w
YMR272c YPL057c
YMR280c YOR047c
YMR294w YOR349w
YMR294w YPL241c
YMR294w YPL269w
YMR299c YNL271c
YMR299c YOR058c
YMR299c YOR349w
YMR299c YPL241c
YMR305c YPR086w
YMR306w YPL031c
YMR307w YMR316c-a
YMR307w YNL322c
YMR307w YPL089c
YMR307w YPR159w
YMR309c YNL047c
YMR309c YOR284w
YMR309c YOR361c
YMR309c YPR041w
YMR312w YNL271c
YMR312w YNL298w
YMR325w YPR199c
YNL018c YOL075c
YNL025c YNL094w
YNL025c YOR140w
YNL030w YNL031c
YNL032w YNL056w
YNL032w YNL093w
YNL036w YOL061w
YNL036w YOR303w
YNL037c YOR136w
YNL039w YOL115w
YNL041c YPL051w
YNL044w YNL263c
YNL047c YNL189w
YNL049c YPR181c
YNL051w YOR070c
YNL054w-b YPL257w-b
YNL056w YNL099c
YNL063w YNL098c
YNL064c YPL240c
YNL068c YNL298w
YNL070w YNL121c
YNL070w YNL131w
YNL070w YPR133w-a
YNL079c YPL031c
YNL079c YPL129w
YNL082w YOL090w
YNL084c YNL250w
YNL084c YPL174c
YNL086w YOL069w
YNL086w YOL091w
YNL087w YNL192w
YNL088w YOR061w
YNL090w YPL161c
YNL091w YNL288w
YNL091w YOR355w
YNL091w YPL229w
YNL092w YOR004w
YNL092w YOR040w
YNL094w YNL243w
YNL096c YPR086w
YNL098c YNL264c
YNL098c YPL096c-a
YNL103w YNL272c
YNL106c YOR109w
YNL118c YOL149w
YNL118c YOL151w
YNL118c YOR023c
YNL119w YNL271c
YNL119w YOR326w
YNL135c YPR119w
YNL138w YOR122c
YNL147w YOL149w
YNL153c YNL294c
YNL153c YOR023c
YNL153c YOR058c
YNL153c YOR264w
YNL153c YOR358w
YNL153c YPL017c
YNL153c YPL253c
YNL153c YPL269w
YNL153c YPR046w
YNL153c YPR141c
YNL155w YOR364w
YNL159c YOR128c
YNL173c YOR020c
YNL182c YNL189w
YNL189w YNL331c
YNL189w YNL333w
YNL189w YNR069c
YNL189w YOL058w
YNL189w YOL082w
YNL189w YPL049c
YNL189w YPL178w
YNL191w YPL249c
YNL192w YNL203c
YNL192w YNL235c
YNL192w YOR043w
YNL192w YOR322c
YNL199c YPL031c
YNL201c YPL031c
YNL206c YNL298w
YNL208w YOR285w
YNL226w YPL211w
YNL233w YOR326w
YNL236w YOR153w
YNL236w YOR290c
YNL236w YOR355w
YNL236w YPL016w
YNL243w YOR122c
YNL246w YPR058w
YNL250w YOL006c
YNL250w YOL069w
YNL250w YOR144c
YNL252c YOR344c
YNL261w YPR019w
YNL266w YOL131w
YNL271c YOR122c
YNL271c YOR269w
YNL271c YPL031c
YNL271c YPL086c
YNL271c YPR040w
YNL271c YPR165w
YNL272c YOR122c
YNL272c YOR326w
YNL273w YOL006c
YNL273w YOR144c
YNL273w YPL194w
YNL277w YPL169c
YNL279w YOL108c
YNL285w YPL245w
YNL289w YPL031c
YNL291c YPR135w
YNL298w YOR275c
YNL298w YPL031c
YNL298w YPL115c
YNL298w YPL256c
YNL307c YPR135w
YNL308c YOR299w
YNL314w YOR047c
YNL322c YOR035c
YNL322c YPL065w
YNL323w YPL031c
YNL334c YPR175w
YNR004w YPL157w
YNR010w YOR174w
YNR011c YPL241c
YNR022c YPR119w
YNR033w YPR154w
YNR042w YPL253c
YNR051c YPR135w
YOL009c YOR023c
YOL011w YOL105c
YOL015w YPR171w
YOL016c YOR007c
YOL035c YOR315w
YOL038w YPR154w
YOL043c YOR264w
YOL044w YOR076c
YOL051w YOL148c
YOL054w YPR141c
YOL061w YOR362c
YOL068c YOR043w
YOL069w YPR141c
YOL073c YOR065w
YOL082w YOR302w
YOL103w-b YOR142w-a
YOL106w YPR182w
YOL111c YPR086w
YOL122c YPL031c
YOL131w YPL249c
YOL135c YOR174w
YOL139c YOR204w
YOL148c YOR290c
YOL148c YPL016w
YOL148c YPL254w
YOL148c YPR086w
YOL149w YPL204w
YOL150c YPL008w
YOL150c YPR086w
YOR007c YOR164c
YOR014w YPL008w
YOR014w YPR135w
YOR027w YPL240c
YOR034c YOR171c
YOR035c YOR067c
YOR035c YPL200w
YOR037w YOR299w
YOR039w YOR302w
YOR039w YOR326w
YOR047c YOR167c
YOR047c YOR299w
YOR047c YOR358w
YOR047c YPR103w
YOR049c YOR302w
YOR049c YPR086w
YOR058c YPR141c
YOR063w YPR154w
YOR070c YOR216c
YOR070c YPL057c
YOR079c YPR086w
YOR080w YPR159w
YOR082c YPR086w
YOR097c YOR245c
YOR101w YPR169w
YOR106w YPL051w
YOR114w YPR086w
YOR123c YPL181w
YOR128c YPR045c
YOR128c YPR088c
YOR131c YPL034w
YOR140w YPL031c
YOR140w YPL203w
YOR144c YPR135w
YOR144c YPR141c
YOR151c YOR210w
YOR154w YPR086w
YOR156c YPL161c
YOR171c YOR185c
YOR181w YPL246c
YOR181w YPR154w
YOR190w YPR033c
YOR194c YPL082c
YOR197w YPR154w
YOR213c YPL208w
YOR226c YPL088w
YOR232w YOR239w
YOR232w YPL222w
YOR233w YPL269w
YOR252w YPR152c
YOR264w YPR119w
YOR265w YOR349w
YOR269w YOR296w
YOR271c YPR086w
YOR284w YPL070w
YOR308c YPR178w
YOR326w YPL086c
YOR326w YPL155c
YOR326w YPL174c
YOR349w YPL018w
YOR349w YPL174c
YOR355w YPR048w
YPL003w YPR066w
YPL004c YPL074w
YPL017c YPR135w
YPL018w YPR135w
YPL018w YPR141c
YPL031c YPL075w
YPL031c YPL253c
YPL031c YPL254w
YPL050c YPR154w
YPL055c YPR135w
YPL070w YPR193c
YPL115c YPL161c
YPL124w YPL155c
YPL155c YPL269w
YPL174c YPL241c
YPL174c YPR165w
YPL194w YPR024w
YPL253c YPR135w
YPR018w YPR135w
YPR037c YPR156c
YPR054w YPR191w
YPR086w YPR157w
YPR094w YPR133c
